x,z,shear,x_0,z_0,St,beta,history,shear_difference
0.3810698215555088,-0.7605033080650787,2.0433462922273478,0.2,-0.3,0.1,0.987,True,0.34815
0.2,-0.3,2.377001806355902,0.2,-0.3,0.01,0.8,True,0.41217
0.2897555543642176,-0.8188996766291868,2.2056385817538877,0.2,-0.3,0.01,0.8,True,0.41217
0.3282688370949784,-1.3650469028629688,3.638388401422595,0.2,-0.3,0.01,0.8,True,0.41217
0.2,-0.3,1.7236713385247582,0.2,-0.3,0.01,0.9,True,0.11187
0.3029985610048348,-0.5369807092576915,1.608888239609151,0.2,-0.3,0.01,0.9,True,0.11187
0.3727426337255567,-0.7891172299249725,2.1040045369400913,0.2,-0.3,0.01,0.9,True,0.11187
0.25,-0.287,1.4919867831628777,0.25,-0.287,0.01,0.987,False,-0.00038
0.3693339326204851,-0.3273219008999261,1.4703026398841177,0.25,-0.287,0.01,0.987,False,-0.00038
0.4847297291952318,-0.3710833708379076,1.631472656995158,0.25,-0.287,0.01,0.987,False,-0.00038
0.25,-0.287,1.7637791143947659,0.25,-0.287,0.1,0.987,False,0.27081
0.3527341314192938,-0.5939608269020693,1.6403632338296317,0.25,-0.287,0.1,0.987,False,0.27081
0.415458028118918,-0.909938066778016,2.2137943602122885,0.25,-0.287,0.1,0.987,False,0.27081
0.25,-0.287,2.3491647710518353,0.25,-0.287,0.01,0.8,False,0.3292
0.339859703745455,-0.8871757658543987,2.1158775144530497,0.25,-0.287,0.01,0.8,False,0.3292
0.3753305348753317,-1.4686498900831435,3.5395671796469763,0.25,-0.287,0.01,0.8,False,0.3292
0.25,-0.287,1.7157254778538202,0.25,-0.287,0.01,0.9,False,0.08665
0.354118350762898,-0.5615643804018436,1.5871866056079422,0.25,-0.287,0.01,0.9,False,0.08665
0.4216925954437966,-0.8302980609500961,2.075205442734482,0.25,-0.287,0.01,0.9,False,0.08665
0.25,-0.287,1.4900890181569146,0.25,-0.287,0.01,0.987,True,-0.00038
0.3697821788262073,-0.3229034499997117,1.471404439546363,0.25,-0.287,0.01,0.987,True,-0.00038
0.4862556473943247,-0.3646899408658056,1.631847864662594,0.25,-0.287,0.01,0.987,True,-0.00038
0.25,-0.287,1.6268347562957979,0.25,-0.287,0.1,0.987,True,0.27081
0.3603485541853644,-0.4923120086861351,1.5746590683320527,0.25,-0.287,0.1,0.987,True,0.27081
0.438108689549524,-0.7490467360578086,1.942982983748165,0.25,-0.287,0.1,0.987,True,0.27081
0.25,-0.287,2.1624959131393457,0.25,-0.287,0.01,0.8,True,0.3292
0.3441512018799879,-0.806571046321581,2.0252957746528537,0.25,-0.287,0.01,0.8,True,0.3292
0.3848372775046185,-1.352678199425477,3.210370857704312,0.25,-0.287,0.01,0.8,True,0.3292
0.25,-0.287,1.6661739986145754,0.25,-0.287,0.01,0.9,True,0.08665
0.356972088888614,-0.5249892840795394,1.5707363068178866,0.25,-0.287,0.01,0.9,True,0.08665
0.4295959265545108,-0.7775574319544349,1.9885574145975895,0.25,-0.287,0.01,0.9,True,0.08665
0.287,-0.25,1.5148517189091288,0.287,-0.25,0.01,0.987,False,-0.00341
0.4154863112796164,-0.2919994319257885,1.4854696690385416,0.287,-0.25,0.01,0.987,False,-0.00341
0.5400697896002491,-0.3376303064391676,1.687062110004354,0.287,-0.25,0.01,0.987,False,-0.00341
0.287,-0.25,1.7244368045857248,0.287,-0.25,0.1,0.987,False,0.21842
0.3983041782469229,-0.5588565139250341,1.6050097106159233,0.287,-0.25,0.1,0.987,False,0.21842
0.4663488787778114,-0.8757141413149157,2.113592454655487,0.287,-0.25,0.1,0.987,False,0.21842
0.287,-0.25,2.2027649348554537,0.287,-0.25,0.01,0.8,False,0.27953
0.3848045083848394,-0.8520151646153883,1.9910730128112866,0.287,-0.25,0.01,0.8,False,0.27953
0.423538088992885,-1.4339809507710146,3.2290582695169703,0.287,-0.25,0.01,0.8,False,0.27953
0.287,-0.25,1.6857453496693986,0.287,-0.25,0.01,0.9,False,0.06953
0.3996446062720651,-0.5263259233788637,1.56250731194174,0.287,-0.25,0.01,0.9,False,0.06953
0.4728947705968749,-0.7960201475081531,1.9999263205085416,0.287,-0.25,0.01,0.9,False,0.06953
0.287,-0.25,1.5139055041291565,0.287,-0.25,0.01,0.987,True,-0.00341
