z_bar,u_bar,St,beta,history
-8.060200668896321,-0.00047847883837425745,0.01,1.01,True
-8.093645484949832,-0.00047848246055359577,0.01,1.01,True
-8.127090301003344,-0.00047848583943966357,0.01,1.01,True
-8.160535117056856,-0.0004784889913738978,0.01,1.01,True
-8.193979933110368,-0.0004784919316001196,0.01,1.01,True
-8.227424749163879,-0.00047849467433825845,0.01,1.01,True
-8.26086956521739,-0.00047849723285312457,0.01,1.01,True
-8.294314381270903,-0.00047849961951856217,0.01,1.01,True
-8.327759197324415,-0.0004785018458772932,0.01,1.01,True
-8.361204013377925,-0.00047850392269674244,0.01,1.01,True
-8.394648829431437,-0.0004785058600211118,0.01,1.01,True
-8.42809364548495,-0.0004785076672199578,0.01,1.01,True
-8.461538461538462,-0.000478509353033506,0.01,1.01,True
-8.494983277591972,-0.00047851092561492143,0.01,1.01,True
-8.528428093645484,-0.0004785123925697403,0.01,1.01,True
-8.561872909698996,-0.0004785137609926527,0.01,1.01,True
-8.595317725752508,-0.00047851503750181523,0.01,1.01,True
-8.62876254180602,-0.00047851622827085834,0.01,1.01,True
-8.66220735785953,-0.00047851733905874427,0.01,1.01,True
-8.695652173913043,-0.0004785183752376193,0.01,1.01,True
-8.729096989966555,-0.00047851934181879533,0.01,1.01,True
-8.762541806020067,-0.00047852024347698615,0.01,1.01,True
-8.795986622073578,-0.0004785210845729161,0.01,1.01,True
-8.82943143812709,-0.0004785218691744098,0.01,1.01,True
-8.862876254180602,-0.0004785226010760657,0.01,1.01,True
-8.896321070234114,-0.0004785232838176081,0.01,1.01,True
-8.929765886287624,-0.00047852392070100617,0.01,1.01,True
-8.963210702341136,-0.0004785245148064437,0.01,1.01,True
-8.996655518394649,-0.0004785250690072157,0.01,1.01,True
-9.03010033444816,-0.00047852558598362473,0.01,1.01,True
-9.063545150501671,-0.00047852606823594376,0.01,1.01,True
-9.096989966555183,-0.0004785265180965083,0.01,1.01,True
-9.130434782608695,-0.00047852693774099635,0.01,1.01,True
-9.163879598662207,-0.00047852732919895067,0.01,1.01,True
-9.197324414715718,-0.00047852769436359453,0.01,1.01,True
-9.23076923076923,-0.0004785280350009877,0.01,1.01,True
-9.264214046822742,-0.00047852835275856805,0.01,1.01,True
-9.297658862876254,-0.0004785286491731187,0.01,1.01,True
-9.331103678929766,-0.0004785289256782009,0.01,1.01,True
-9.364548494983277,-0.0004785291836110868,0.01,1.01,True
-9.397993311036789,-0.0004785294242192271,0.01,1.01,True
-9.431438127090301,-0.00047852964866628426,0.01,1.01,True
-9.464882943143813,-0.0004785298580377603,0.01,1.01,True
-9.498327759197323,-0.0004785300533462465,0.01,1.01,True
-9.531772575250836,-0.0004785302355363209,0.01,1.01,True
-9.565217391304348,-0.00047853040548911626,0.01,1.01,True
-9.59866220735786,-0.0004785305640265819,0.01,1.01,True
-9.63210702341137,-0.00047853071191545873,0.01,1.01,True
-9.665551839464882,-0.00047853084987098735,0.01,1.01,True
-9.698996655518394,-0.00047853097856036746,0.01,1.01,True
-9.732441471571907,-0.00047853109860598446,0.01,1.01,True
-9.765886287625417,-0.00047853121058841956,0.01,1.01,True
-9.799331103678929,-0.0004785313150492578,0.01,1.01,True
-9.832775919732441,-0.0004785314124937071,0.01,1.01,True
-9.866220735785953,-0.00047853150339304185,0.01,1.01,True
-9.899665551839464,-0.00047853158818688193,0.01,1.01,True
-9.933110367892976,-0.00047853166728531915,0.01,1.01,True
-9.966555183946488,-0.0004785317410709003,0.01,1.01,True
-10.0,-0.00047853180990047744,0.01,1.01,True
0.0,0.9980766628973838,0.01,1.01,False
-0.033444816053511704,0.9316364686508557,0.01,1.01,False
-0.06688963210702341,0.8696143981978423,0.01,1.01,False
-0.1003344481605351,0.8117166562224782,0.01,1.01,False
-0.13377926421404682,0.7576689841379846,0.01,1.01,False
-0.16722408026755853,0.7072153609380345,0.01,1.01,False
-0.2006688963210702,0.6601167904385871,0.01,1.01,False
-0.23411371237458192,0.6161501691654171,0.01,1.01,False
-0.26755852842809363,0.5751072295245838,0.01,1.01,False
-0.3010033444816053,0.53679355324969,0.01,1.01,False
-0.33444816053511706,0.5010276504526858,0.01,1.01,False
-0.36789297658862874,0.4676400999157254,0.01,1.01,False
-0.4013377926421404,0.43647274655168694,0.01,1.01,False
-0.43478260869565216,0.40737795223176565,0.01,1.01,False
-0.46822742474916385,0.380217896431351,0.01,1.01,False
-0.5016722408026756,0.35486392338138345,0.01,1.01,False
-0.5351170568561873,0.33119593263267993,0.01,1.01,False
-0.568561872909699,0.3091018101463649,0.01,1.01,False
-0.6020066889632106,0.28847689721550995,0.01,1.01,False
-0.6354515050167224,0.26922349470229257,0.01,1.01,False
-0.6688963210702341,0.25125040024227163,0.01,1.01,False
-0.7023411371237458,0.23447247622353914,0.01,1.01,False
-0.7357859531772575,0.21881024649428887,0.01,1.01,False
-0.7692307692307692,0.2041895198884271,0.01,1.01,False
-0.8026755852842808,0.19054103878588444,0.01,1.01,False
-0.8361204013377926,0.17780015104287847,0.01,1.01,False
-0.8695652173913043,0.16590650373807792,0.01,1.01,False
-0.903010033444816,0.15480375728395862,0.01,1.01,False
-0.9364548494983277,0.14443931854911385,0.01,1.01,False
-0.9698996655518394,0.13476409172733086,0.01,1.01,False
-1.0033444816053512,0.12573224577331535,0.01,1.01,False
-1.0367892976588629,0.11730099730341813,0.01,1.01,False
-1.0702341137123745,0.10943040793297615,0.01,1.01,False
-1.1036789297658862,0.10208319509026535,0.01,1.01,False
-1.137123745819398,0.09522455541090132,0.01,1.01,False
-1.1705685618729096,0.08882199987611557,0.01,1.01,False
-1.2040133779264213,0.08284519991396676,0.01,1.01,False
-1.237458193979933,0.07726584373447554,0.01,1.01,False
-1.2709030100334449,0.07205750221815097,0.01,1.01,False
-1.3043478260869565,0.06719550372262857,0.01,1.01,False
-1.3377926421404682,0.062656817214386,0.01,1.01,False
-1.37123745819398,0.05841994317193734,0.01,1.01,False
-1.4046822742474916,0.054464811743720205,0.01,1.01,False
-1.4381270903010033,0.05077268767825469,0.01,1.01,False
-1.471571906354515,0.04732608157623334,0.01,1.01,False
-1.5050167224080266,0.04410866704414797,0.01,1.01,False
-1.5384615384615383,0.041105203357014404,0.01,1.01,False
-1.57190635451505,0.03830146326385238,0.01,1.01,False
-1.6053511705685617,0.035684165593938943,0.01,1.01,False
-1.6387959866220736,0.0332409123445949,0.01,1.01,False
-1.6722408026755853,0.030960129952492133,0.01,1.01,False
-1.705685618729097,0.028831014470287138,0.01,1.01,False
-1.7391304347826086,0.02684348038888551,0.01,1.01,False
-1.7725752508361203,0.024988112862910843,0.01,1.01,False
-1.806020066889632,0.02325612311307282,0.01,1.01,False
-1.8394648829431437,0.02163930679417766,0.01,1.01,False
-1.8729096989966554,0.020130005131572468,0.01,1.01,False
-1.906354515050167,0.01872106864192877,0.01,1.01,False
-1.9397993311036787,0.01740582326651252,0.01,1.01,False
-1.9732441471571907,0.016178038756515703,0.01,1.01,False
-2.0066889632107023,0.015031899160692364,0.01,1.01,False
-2.040133779264214,0.013961975275500546,0.01,1.01,False
-2.0735785953177257,0.012963198927248143,0.01,1.01,False
-2.1070234113712374,0.012030838964418086,0.01,1.01,False
-2.140468227424749,0.011160478846450255,0.01,1.01,False
-2.1739130434782608,0.01034799572281888,0.01,1.01,False
-2.2073578595317724,0.009589540903304529,0.01,1.01,False
-2.240802675585284,0.008881521626949019,0.01,1.01,False
-2.274247491638796,0.008220584043333987,0.01,1.01,False
-2.3076923076923075,0.007603597325566264,0.01,1.01,False
-2.341137123745819,0.0070276388397139565,0.01,1.01,False
-2.374581939799331,0.006489980300441866,0.01,1.01,False
-2.4080267558528425,0.0059880748472659765,0.01,1.01,False
-2.441471571906354,0.005519544980208076,0.01,1.01,False
-2.474916387959866,0.0050821712977022595,0.01,1.01,False
-2.508361204013378,0.004673881983405322,0.01,1.01,False
-2.5418060200668897,0.00429274299211076,0.01,1.01,False
-2.5752508361204014,0.003936948888277343,0.01,1.01,False
-2.608695652173913,0.003604814293775063,0.01,1.01,False
-2.6421404682274248,0.0032947659043367755,0.01,1.01,False
-2.6755852842809364,0.003005335036897824,0.01,1.01,False
-2.709030100334448,0.002735150672520936,0.01,1.01,False
-2.74247491638796,0.002482932961950927,0.01,1.01,False
-2.7759197324414715,0.0022474871630354856,0.01,1.01,False
-2.809364548494983,0.0020276979812938554,0.01,1.01,False
-2.842809364548495,0.0018225242868249835,0.01,1.01,False
-2.8762541806020065,0.0016309941825294468,0.01,1.01,False
-2.9096989966555182,0.0014522004002835212,0.01,1.01,False
-2.94314381270903,0.001285296003257362,0.01,1.01,False
-2.9765886287625416,0.0011294903740193807,0.01,1.01,False
-3.0100334448160533,0.000984045469422654,0.01,1.01,False
-3.043478260869565,0.0008482723245330115,0.01,1.01,False
-3.0769230769230766,0.0007215277890380279,0.01,1.01,False
-3.1103678929765883,0.0006032114806775208,0.01,1.01,False
-3.1438127090301,0.0004927629412640573,0.01,1.01,False
-3.1772575250836117,0.0003896589818217309,0.01,1.01,False
-3.2107023411371234,0.00029341120426724736,0.01,1.01,False
-3.2441471571906355,0.00020356368789364475,0.01,1.01,False
-3.277591973244147,0.00011969082969767557,0.01,1.01,False
-3.311036789297659,4.1395328320542905e-05,0.01,1.01,False
-3.3444816053511706,-3.1693697947924454e-05,0.01,1.01,False
-3.3779264214046822,-9.992246801660703e-05,0.01,1.01,False
-3.411371237458194,-0.00016361417801403003,0.01,1.01,False
-3.4448160535117056,-0.00022307053225157714,0.01,1.01,False
-3.4782608695652173,-0.0002785731723810972,0.01,1.01,False
-3.511705685618729,-0.000330385011516731,0.01,1.01,False
-3.5451505016722407,-0.0003787514796406311,0.01,1.01,False
-3.5785953177257523,-0.0004239016861920026,0.01,1.01,False
-3.612040133779264,-0.00046604950534657357,0.01,1.01,False
-3.6454849498327757,-0.0005053945891274244,0.01,1.01,False
-3.6789297658862874,-0.0005421233131462167,0.01,1.01,False
-3.712374581939799,-0.0005764096594547515,0.01,1.01,False
-3.7458193979933108,-0.0006084160406888868,0.01,1.01,False
-3.7792642140468224,-0.0006382940694087268,0.01,1.01,False
-3.812709030100334,-0.0006661852762794218,0.01,1.01,False
-3.846153846153846,-0.0006922217804945525,0.01,1.01,False
-3.8795986622073575,-0.000716526915617865,0.01,1.01,False
-3.913043478260869,-0.0007392158138079372,0.01,1.01,False
-3.9464882943143813,-0.0007603959511932139,0.01,1.01,False
-3.979933110367893,-0.0007801676569808252,0.01,1.01,False
-4.013377926421405,-0.0007986245887108157,0.01,1.01,False
-4.046822742474916,-0.0008158541759070294,0.01,1.01,False
-4.080267558528428,-0.0008319380342262088,0.01,1.01,False
-4.113712374581939,-0.0008469523520671073,0.01,1.01,False
-4.147157190635451,-0.0008609682514709656,0.01,1.01,False
-4.180602006688963,-0.0008740521250229138,0.01,1.01,False
-4.214046822742475,-0.0008862659503501881,0.01,1.01,False
-4.247491638795986,-0.0008976675837069199,0.01,1.01,False
-4.280936454849498,-0.0009083110340362007,0.01,1.01,False
-4.31438127090301,-0.0009182467188076264,0.01,1.01,False
-4.3478260869565215,-0.0009275217028422266,0.01,1.01,False
-4.381270903010034,-0.0009361799212560689,0.01,1.01,False
-4.414715719063545,-0.0009442623875786138,0.01,1.01,False
-4.448160535117057,-0.000951807388031667,0.01,1.01,False
-4.481605351170568,-0.0009588506628892162,0.01,1.01,False
-4.51505016722408,-0.0009654255757772487,0.01,1.01,False
-4.548494983277592,-0.0009715632717155063,0.01,1.01,False
-4.581939799331104,-0.0009772928246498233,0.01,1.01,False
-4.615384615384615,-0.0009826413751738918,0.01,1.01,False
-4.648829431438127,-0.0009876342590928399,0.01,1.01,False
-4.682274247491638,-0.0009922951274376206,0.01,1.01,False
-4.7157190635451505,-0.0009966460584987125,0.01,1.01,False
-4.749163879598662,-0.001000707662409832,0.01,1.01,False
-4.782608695652174,-0.0010044991787770629,0.01,1.01,False
-4.816053511705685,-0.001008038567815866,0.01,1.01,False
-4.849498327759197,-0.0010113425954276873,0.01,1.01,False
-4.882943143812708,-0.001014426912619156,0.01,1.01,False
-4.916387959866221,-0.001017306129640089,0.01,1.01,False
-4.949832775919732,-0.0010199938851914833,0.01,1.01,False
-4.983277591973244,-0.0010225029110313313,0.01,1.01,False
-5.016722408026756,-0.001024845092284295,0.01,1.01,False
-5.050167224080267,-0.0010270315237409222,0.01,1.01,False
-5.083612040133779,-0.0010290725624130918,0.01,1.01,False
-5.117056856187291,-0.0010309778765946384,0.01,1.01,False
-5.150501672240803,-0.0010327564916595574,0.01,1.01,False
-5.183946488294314,-0.0010344168328147302,0.01,1.01,False
-5.217391304347826,-0.0010359667650096914,0.01,1.01,False
-5.250836120401337,-0.001037413630192484,0.01,1.01,False
-5.2842809364548495,-0.001038764282088085,0.01,1.01,False
-5.317725752508361,-0.0010400251186641436,0.01,1.01,False
-5.351170568561873,-0.0010412021124378205,0.01,1.01,False
-5.384615384615384,-0.0010423008387672903,0.01,1.01,False
-5.418060200668896,-0.0010433265022619226,0.01,1.01,False
-5.4515050167224075,-0.0010442839614362462,0.01,1.01,False
-5.48494983277592,-0.001045177751724478,0.01,1.01,False
-5.518394648829431,-0.0010460121069646394,0.01,1.01,False
-5.551839464882943,-0.001046790979454026,0.01,1.01,False
-5.585284280936454,-0.0010475180586710345,0.01,1.01,False
-5.618729096989966,-0.001048196788752029,0.01,1.01,False
-5.652173913043478,-0.001048830384806035,0.01,1.01,False
-5.68561872909699,-0.0010494218481445453,0.01,1.01,False
-5.719063545150502,-0.001049973980498574,0.01,1.01,False
-5.752508361204013,-0.0010504893972903115,0.01,1.01,False
-5.785953177257525,-0.0010509705400222424,0.01,1.01,False
-5.8193979933110365,-0.0010514196878424168,0.01,1.01,False
-5.852842809364549,-0.001051838968340654,0.01,1.01,False
-5.88628762541806,-0.0010522303676268265,0.01,1.01,False
-5.919732441471572,-0.0010525957397389573,0.01,1.01,False
-5.953177257525083,-0.001052936815425703,0.01,1.01,False
-5.986622073578595,-0.0010532552103448187,0.01,1.01,False
-6.020066889632107,-0.001053552432716445,0.01,1.01,False
-6.053511705685619,-0.0010538298904674687,0.01,1.01,False
-6.08695652173913,-0.0010540888979007988,0.01,1.01,False
-6.120401337792642,-0.0010543306819211498,0.01,1.01,False
-6.153846153846153,-0.0010545563878468277,0.01,1.01,False
-6.187290969899665,-0.0010547670848350412,0.01,1.01,False
-6.220735785953177,-0.0010549637709464442,0.01,1.01,False
-6.254180602006689,-0.0010551473778728975,0.01,1.01,False
-6.2876254180602,-0.0010553187753508443,0.01,1.01,False
-6.321070234113712,-0.0010554787752812063,0.01,1.01,False
-6.354515050167223,-0.0010556281355753165,0.01,1.01,False
-6.3879598662207355,-0.0010557675637451048,0.01,1.01,False
-6.421404682274247,-0.0010558977202545464,0.01,1.01,False
-6.454849498327759,-0.001056019221648244,0.01,1.01,False
-6.488294314381271,-0.0010561326434719688,0.01,1.01,False
-6.521739130434782,-0.001056238522998989,0.01,1.01,False
-6.555183946488294,-0.0010563373617751076,0.01,1.01,False
-6.588628762541806,-0.0010564296279944557,0.01,1.01,False
-6.622073578595318,-0.0010565157587173074,0.01,1.01,False
-6.655518394648829,-0.0010565961619404083,0.01,1.01,False
-6.688963210702341,-0.0010566712185296368,0.01,1.01,False
-6.722408026755852,-0.0010567412840241446,0.01,1.01,False
-6.7558528428093645,-0.0010568066903205286,0.01,1.01,False
-6.789297658862876,-0.0010568677472450063,0.01,1.01,False
-6.822742474916388,-0.0010569247440210476,0.01,1.01,False
-6.856187290969899,-0.0010569779506394102,0.01,1.01,False
-6.889632107023411,-0.001057027619137073,0.01,1.01,False
-6.9230769230769225,-0.0010570739847911217,0.01,1.01,False
-6.956521739130435,-0.001057117267233243,0.01,1.01,False
-6.989966555183946,-0.0010571576714901096,0.01,1.01,False
-7.023411371237458,-0.0010571953889545814,0.01,1.01,False
-7.056856187290969,-0.001057230598292322,0.01,1.01,False
-7.090301003344481,-0.0010572634662881298,0.01,1.01,False
-7.123745819397993,-0.001057294148635988,0.01,1.01,False
-7.157190635451505,-0.0010573227906765794,0.01,1.01,False
-7.190635451505017,-0.001057349528085758,0.01,1.01,False
-7.224080267558528,-0.0010573744875172382,0.01,1.01,False
-7.25752508361204,-0.0010573977872025458,0.01,1.01,False
-7.290969899665551,-0.0010574195375110762,0.01,1.01,False
-7.3244147157190636,-0.0010574398414729075,0.01,1.01,False
-7.357859531772575,-0.001057458795266849,0.01,1.01,False
-7.391304347826087,-0.0010574764886760349,0.01,1.01,False
-7.424749163879598,-0.0010574930055132223,0.01,1.01,False
-7.45819397993311,-0.0010575084240178087,0.01,1.01,False
-7.4916387959866215,-0.0010575228172264464,0.01,1.01,False
-7.525083612040134,-0.0010575362533190153,0.01,1.01,False
-7.558528428093645,-0.0010575487959415854,0.01,1.01,False
-7.591973244147157,-0.001057560504507906,0.01,1.01,False
-7.625418060200668,-0.0010575714344808463,0.01,1.01,False
-7.65886287625418,-0.001057581637635118,0.01,1.01,False
-7.692307692307692,-0.0010575911623025315,0.01,1.01,False
-7.725752508361204,-0.00105760005360094,0.01,1.01,False
-7.759197324414715,-0.0010576083536479608,0.01,1.01,False
-7.792642140468227,-0.0010576161017604839,0.01,1.01,False
-7.826086956521738,-0.0010576233346409147,0.01,1.01,False
-7.8595317725752505,-0.001057630086551031,0.01,1.01,False
-7.892976588628763,-0.001057636389474279,0.01,1.01,False
-7.926421404682274,-0.0010576422732672779,0.01,1.01,False
-7.959866220735786,-0.0010576477658012485,0.01,1.01,False
-7.993311036789297,-0.0010576528930940378,0.01,1.01,False
-8.02675585284281,-0.0010576576794333649,0.01,1.01,False
-8.060200668896321,-0.0010576621474918694,0.01,1.01,False
-8.093645484949832,-0.001057666318434512,0.01,1.01,False
-8.127090301003344,-0.0010576702120188304,0.01,1.01,False
-8.160535117056856,-0.0010576738466885308,0.01,1.01,False
-8.193979933110368,-0.001057677239660854,0.01,1.01,False
-8.227424749163879,-0.0010576804070081332,0.01,1.01,False
-8.26086956521739,-0.0010576833637339273,0.01,1.01,False
-8.294314381270903,-0.0010576861238440925,0.01,1.01,False
-8.327759197324415,-0.0010576887004131268,0.01,1.01,False
-8.361204013377925,-0.0010576911056461033,0.01,1.01,False
-8.394648829431437,-0.0010576933509364853,0.01,1.01,False
-8.42809364548495,-0.0010576954469200966,0.01,1.01,False
-8.461538461538462,-0.0010576974035255019,0.01,1.01,False
-8.494983277591972,-0.0010576992300210396,0.01,1.01,False
-8.528428093645484,-0.0010577009350587233,0.01,1.01,False
-8.561872909698996,-0.001057702526715228,0.01,1.01,False
-8.595317725752508,-0.0010577040125301477,0.01,1.01,False
-8.62876254180602,-0.0010577053995417102,0.01,1.01,False
-8.66220735785953,-0.0010577066943201169,0.01,1.01,False
-8.695652173913043,-0.0010577079029986656,0.01,1.01,False
-8.729096989966555,-0.0010577090313028037,0.01,1.01,False
-8.762541806020067,-0.001057710084577249,0.01,1.01,False
-8.795986622073578,-0.0010577110678113078,0.01,1.01,False
-8.82943143812709,-0.0010577119856625085,0.01,1.01,False
-8.862876254180602,-0.0010577128424786645,0.01,1.01,False
-8.896321070234114,-0.001057713642318469,0.01,1.01,False
-8.929765886287624,-0.0010577143889707221,0.01,1.01,False
-8.963210702341136,-0.001057715085972276,0.01,1.01,False
-8.996655518394649,-0.001057715736624791,0.01,1.01,False
-9.03010033444816,-0.0010577163440103742,0.01,1.01,False
-9.063545150501671,-0.0010577169110061793,0.01,1.01,False
-9.096989966555183,-0.001057717440298036,0.01,1.01,False
-9.130434782608695,-0.0010577179343931723,0.01,1.01,False
-9.163879598662207,-0.001057718395632091,0.01,1.01,False
-9.197324414715718,-0.0010577188261996567,0.01,1.01,False
-9.23076923076923,-0.0010577192281354458,0.01,1.01,False
-9.264214046822742,-0.001057719603343407,0.01,1.01,False
-9.297658862876254,-0.001057719953600881,0.01,1.01,False
-9.331103678929766,-0.0010577202805670191,0.01,1.01,False
-9.364548494983277,-0.0010577205857906428,0.01,1.01,False
-9.397993311036789,-0.0010577208707175808,0.01,1.01,False
-9.431438127090301,-0.0010577211366975168,0.01,1.01,False
-9.464882943143813,-0.0010577213849903842,0.01,1.01,False
-9.498327759197323,-0.0010577216167723328,0.01,1.01,False
-9.531772575250836,-0.0010577218331413024,0.01,1.01,False
-9.565217391304348,-0.0010577220351222212,0.01,1.01,False
-9.59866220735786,-0.001057722223671862,0.01,1.01,False
-9.63210702341137,-0.001057722399683375,0.01,1.01,False
-9.665551839464882,-0.0010577225639905176,0.01,1.01,False
-9.698996655518394,-0.0010577227173716036,0.01,1.01,False
-9.732441471571907,-0.001057722860553192,0.01,1.01,False
-9.765886287625417,-0.001057722994213526,0.01,1.01,False
-9.799331103678929,-0.001057723118985748,0.01,1.01,False
-9.832775919732441,-0.0010577232354608969,0.01,1.01,False
-9.866220735785953,-0.00105772334419071,0.01,1.01,False
-9.899665551839464,-0.0010577234456902347,0.01,1.01,False
-9.933110367892976,-0.0010577235404402687,0.01,1.01,False
-9.966555183946488,-0.001057723628889638,0.01,1.01,False
-10.0,-0.001057723711457323,0.01,1.01,False
0.0,0.7541479040092841,0.1,1.01,True
-0.033444816053511704,0.6957081988586691,0.1,1.01,True
-0.06688963210702341,0.6417323696597551,0.1,1.01,True
-0.1003344481605351,0.591879446374093,0.1,1.01,True
-0.13377926421404682,0.5458345037208335,0.1,1.01,True
-0.16722408026755853,0.5033066717661584,0.1,1.01,True
-0.2006688963210702,0.46402729847244323,0.1,1.01,True
-0.23411371237458192,0.42774825259981636,0.1,1.01,True
-0.26755852842809363,0.39424035623939363,0.1,1.01,True
-0.3010033444816053,0.36329193707636415,0.1,1.01,True
-0.33444816053511706,0.3347074912374464,0.1,1.01,True
-0.36789297658862874,0.30830644827580533,0.1,1.01,True
-0.4013377926421404,0.28392203049173087,0.1,1.01,True
-0.43478260869565216,0.2614001993833083,0.1,1.01,True
-0.46822742474916385,0.24059868257171618,0.1,1.01,True
-0.5016722408026756,0.22138607505415386,0.1,1.01,True
-0.5351170568561873,0.2036410091069346,0.1,1.01,True
-0.568561872909699,0.1872513875949498,0.1,1.01,True
-0.6020066889632106,0.17211367584425274,0.1,1.01,True
-0.6354515050167224,0.15813224760445915,0.1,1.01,True
-0.6688963210702341,0.14521878096935192,0.1,1.01,True
-0.7023411371237458,0.1332917004396672,0.1,1.01,True
-0.7357859531772575,0.12227566160352359,0.1,1.01,True
-0.7692307692307692,0.11210107517917658,0.1,1.01,True
-0.8026755852842808,0.10270366741343324,0.1,1.01,True
-0.8361204013377926,0.09402407405872626,0.1,1.01,True
-0.8695652173913043,0.08600746536396528,0.1,1.01,True
-0.903010033444816,0.07860319971019862,0.1,1.01,True
-0.9364548494983277,0.07176450370307329,0.1,1.01,True
-0.9698996655518394,0.06544817670120773,0.1,1.01,True
-1.0033444816053512,0.05961431791395824,0.1,1.01,True
-1.0367892976588629,0.05422607434463135,0.1,1.01,True
-1.0702341137123745,0.04924940798687726,0.1,1.01,True
-1.1036789297658862,0.04465288080362387,0.1,1.01,True
-1.137123745819398,0.04040745613024426,0.1,1.01,True
-1.1705685618729096,0.03648631524740425,0.1,1.01,True
-1.2040133779264213,0.03286468796486443,0.1,1.01,True
-1.237458193979933,0.029519696146019847,0.1,1.01,True
-1.2709030100334449,0.026430209184708224,0.1,1.01,True
-1.3043478260869565,0.023576710521320945,0.1,1.01,True
-1.3377926421404682,0.020941174354987303,0.1,1.01,True
-1.37123745819398,0.018506951773012342,0.1,1.01,True
-1.4046822742474916,0.01625866557823786,0.1,1.01,True
-1.4381270903010033,0.014182113149941649,0.1,1.01,True
-1.471571906354515,0.012264176724639086,0.1,1.01,True
-1.5050167224080266,0.010492740530022748,0.1,1.01,True
-1.5384615384615383,0.008856614248568033,0.1,1.01,True
-1.57190635451505,0.007345462327317719,0.1,1.01,True
-1.6053511705685617,0.005949738687289072,0.1,1.01,True
-1.6387959866220736,0.004660626420057167,0.1,1.01,True
-1.6722408026755853,0.0034699820905725355,0.1,1.01,True
-1.705685618729097,0.0023702842943689583,0.1,1.01,True
-1.7391304347826086,0.0013545861441930478,0.1,1.01,True
-1.7725752508361203,0.000416471385909202,0.1,1.01,True
-1.806020066889632,-0.00044998613353939426,0.1,1.01,True
-1.8394648829431437,-0.0012502599021585008,0.1,1.01,True
-1.8729096989966554,-0.0019894053194057237,0.1,1.01,True
-1.906354515050167,-0.002672091631591475,0.1,1.01,True
-1.9397993311036787,-0.003302631427916693,0.1,1.01,True
-1.9732441471571907,-0.0038850078834763713,0.1,1.01,True
-2.0066889632107023,-0.0044228999213253555,0.1,1.01,True
-2.040133779264214,-0.004919705452557352,0.1,1.01,True
-2.0735785953177257,-0.005378562841206784,0.1,1.01,True
-2.1070234113712374,-0.005802370729569148,0.1,1.01,True
-2.140468227424749,-0.006193806349178167,0.1,1.01,True
-2.1739130434782608,-0.006555342433111765,0.1,1.01,True
-2.2073578595317724,-0.0068892628364634004,0.1,1.01,True
-2.240802675585284,-0.0071976769636546405,0.1,1.01,True
-2.274247491638796,-0.0074825330937275565,0.1,1.01,True
-2.3076923076923075,-0.007745630687794004,0.1,1.01,True
-2.341137123745819,-0.007988631756388996,0.1,1.01,True
-2.374581939799331,-0.008213071358536762,0.1,1.01,True
-2.4080267558528425,-0.008420367298852992,0.1,1.01,True
-2.441471571906354,-0.00861182908394072,0.1,1.01,True
-2.474916387959866,-0.008788666194658169,0.1,1.01,True
-2.508361204013378,-0.008951995726515227,0.1,1.01,True
-2.5418060200668897,-0.009102849446463578,0.1,1.01,True
-2.5752508361204014,-0.009242180310658864,0.1,1.01,True
-2.608695652173913,-0.009370868484368152,0.1,1.01,True
-2.6421404682274248,-0.009489726902050973,0.1,1.01,True
-2.6755852842809364,-0.009599506402737478,0.1,1.01,True
-2.709030100334448,-0.009700900473144324,0.1,1.01,True
-2.74247491638796,-0.00979454962849098,0.1,1.01,True
-2.7759197324414715,-0.00988104545869043,0.1,1.01,True
-2.809364548494983,-0.009960934365474461,0.1,1.01,True
-2.842809364548495,-0.010034721014061231,0.1,1.01,True
-2.8762541806020065,-0.010102871521169631,0.1,1.01,True
-2.9096989966555182,-0.010165816399519408,0.1,1.01,True
-2.94314381270903,-0.010223953277417711,0.1,1.01,True
-2.9765886287625416,-0.010277649410611904,0.1,1.01,True
-3.0100334448160533,-0.010327244002276291,0.1,1.01,True
-3.043478260869565,-0.010373050345788252,0.1,1.01,True
-3.0769230769230766,-0.010415357803829944,0.1,1.01,True
-3.1103678929765883,-0.010454433636317687,0.1,1.01,True
-3.1438127090301,-0.010490524688706261,0.1,1.01,True
-3.1772575250836117,-0.01052385895133326,0.1,1.01,True
-3.2107023411371234,-0.01055464699965399,0.1,1.01,True
-3.2441471571906355,-0.01058308332446509,0.1,1.01,True
-3.277591973244147,-0.01060934756051989,0.1,1.01,True
-3.311036789297659,-0.010633605621296897,0.1,1.01,True
-3.3444816053511706,-0.010656010747089746,0.1,1.01,True
-3.3779264214046822,-0.010676704473039565,0.1,1.01,True
-3.411371237458194,-0.010695817523224842,0.1,1.01,True
-3.4448160535117056,-0.01071347063645688,0.1,1.01,True
-3.4782608695652173,-0.010729775328997437,0.1,1.01,True
-3.511705685618729,-0.010744834599016713,0.1,1.01,True
-3.5451505016722407,-0.010758743577241806,0.1,1.01,True
-3.5785953177257523,-0.010771590127905848,0.1,1.01,True
-3.612040133779264,-0.010783455403794055,0.1,1.01,True
-3.6454849498327757,-0.010794414358892977,0.1,1.01,True
-3.6789297658862874,-0.010804536221881392,0.1,1.01,True
-3.712374581939799,-0.010813884933453935,0.1,1.01,True
-3.7458193979933108,-0.010822519550240058,0.1,1.01,True
-3.7792642140468224,-0.010830494617869927,0.1,1.01,True
