t,first_x,first_z,first_xdot,first_zdot,second_x,second_z,second_xdot,second_zdot,third_x,third_z,third_xdot,third_zdot
8.85,-0.9671442104009984,1.0383379880630617,,,-0.9319099333639482,0.992825358832327,,,-0.9315372616899634,0.9930887283048014,,
8.86,-0.9775515668034079,1.029314122113707,,,-0.9418237848266039,0.9840778559932716,,,-0.9414531432234322,0.9843452283250212,,
8.870000000000001,-0.987874904661064,1.0201861235450367,,,-0.9516556332242648,0.9752314756938928,,,-0.9512870640146629,0.9755028364921132,,
8.88,-0.9981131843340701,1.0109547722221615,,,-0.9614044940651765,0.9662869849823669,,,-0.9610380394969872,0.9665623194123417,,
8.89,-1.0082653733958844,1.0016208583693167,,,-0.9710693900144394,0.9572451606942886,,,-0.970705092228501,0.9575244534798905,,
8.9,-1.0183304467363492,0.9921851825033987,,,-0.9806493509912573,0.9481067893860735,,,-0.9802872520378488,0.9483900248099864,,
8.91,-1.0283073866641113,0.9826485553664774,,,-0.990143414265393,0.9388726672673967,,,-0.9897835561346164,0.9391598291715445,,
8.92,-1.0381951830084222,0.9730117978572923,,,-0.9995506245531611,0.9295436001326742,,,-0.9991930490611615,0.9298346719188192,,
8.93,-1.0479928332203086,0.9632757409617358,,,-1.0088700341126893,0.9201204032915925,,,-1.0085147830272674,0.9204153679214082,,
8.94,-1.057699342473102,0.9534412256823319,,,-1.01810070283855,0.9106039014986919,,,-1.0177478177760637,0.9109027414948334,,
8.950000000000001,-1.0673137237623194,0.9435091029667139,,,-1.027241698355725,0.9009949288820104,,,-1.0268912208144294,0.9012976263283149,,
8.96,-1.0768349980048826,0.9334802336351079,,,-1.036292096112935,0.8912943288707941,,,-1.0359440674765703,0.8916008654131768,,
8.97,-1.0862621941376691,0.9233554883068297,,,-1.0452509794753029,0.8815029541222791,,,-1.04490544099384,0.8818133109692388,,
8.98,-1.0955943492153823,0.9131357473257978,,,-1.054117439816277,0.8716216664475529,,,-1.0537744326208596,0.8719358243709413,,
8.99,-1.104830508507733,0.9028219006850727,,,-1.0628905766088879,0.8616513367365003,,,-1.0625501416940222,0.8619692760723523,,
9.0,-1.1139697255959207,0.8924148479504257,,,-1.071569497516344,0.8515928448818411,,,-1.071231675723094,0.8519145455311159,,
9.01,-1.123011062468407,0.8819154981829456,,,-1.0801533184818988,0.841447079702266,,,-1.0798181505291828,0.8417725211316092,,
9.02,-1.131953589615971,0.8713247698606889,,,-1.0886411638179436,0.8312149388646765,,,-1.0883086902563877,0.8315441001075322,,
9.03,-1.1407963861260348,0.8606435907993806,,,-1.0970321662944302,0.8208973288055367,,,-1.096702427517664,0.821230188462971,,
9.040000000000001,-1.1495385397762548,0.8498728980721719,,,-1.1053254672265072,0.8104951646513436,,,-1.1049985035143002,0.8108317008930026,,
9.05,-1.1581791471273621,0.8390136379284625,,,-1.1135202165614992,0.8000093701382219,,,-1.1131960679789596,0.8003495607034773,,
9.06,-1.166717313615251,0.8280667657117928,,,-1.121615572965,0.7894408775306511,,,-1.1212942793874987,0.7897846997297158,,
9.07,-1.1751521536422995,0.8170332457768151,,,-1.1296107039063645,0.7787906275393318,,,-1.129292305098951,0.7791380582544214,,
