t,H_x,H_z,history_x,history_z,delta_t
8.19,-0.15052672049357727,-0.07225714821222859,0.02448724072472075,-0.13577043481306372,0.01
8.2,-0.15027509721522886,-0.0736139296143055,0.025836697896621352,-0.13557925820292116,0.01
8.21,-0.1500099865356448,-0.07496873337628719,0.027184656857203393,-0.13537491181568084,0.01
8.22,-0.14973140407808475,-0.07632142785061931,0.02853098937725118,-0.135157406318692,0.01
8.23,-0.1494393667480998,-0.07767188150266097,0.029875567272221737,-0.134926753627314,0.01
8.24,-0.14913389273264033,-0.07901996292316553,0.031218262497917593,-0.13468296690493364,0.01
8.25,-0.14881500149814145,-0.08036554084075959,0.03255894717259267,-0.13442606056189677,0.01
8.26,-0.14848271378918848,-0.08170848413440342,0.03389749327988767,-0.13415605025575772,0.01
8.27,-0.1481370516325437,-0.08304866184587469,0.035233773111945865,-0.13387295289032863,0.01
8.28,-0.14777803832694958,-0.08438594319220992,0.03656765910646875,-0.13357678661498618,0.01
8.290000000000001,-0.14740569845041426,-0.08572019757817458,0.037899023620835415,-0.13326757082387886,0.01
8.3,-0.14702005785453282,-0.08705129460868767,0.03922773942713942,-0.13294532615455257,0.01
8.31,-0.14662114366187148,-0.08837910410126558,0.04055367931441456,-0.132610074487574,0.01
8.32,-0.14620898426824455,-0.0897034960984391,0.04187671623683098,-0.13226183894478272,0.01
8.33,-0.14578360933713488,-0.09102434088016118,0.04319672341351488,-0.13190064388828215,0.01
8.34,-0.14534504979997426,-0.09234150897620469,0.04451357418043678,-0.13152651491873435,0.01
8.35,-0.14489333785352618,-0.0936548711785358,0.04582714214229888,-0.1311394788737843,0.01
8.36,-0.1444285069571283,-0.09496429855368031,0.047137301166491063,-0.13073956382649587,0.01
8.370000000000001,-0.1439505918301963,-0.0962696624550659,0.048443925243627284,-0.13032679908371847,0.01
8.38,-0.14345962845225568,-0.09757083453535484,0.0497468886279151,-0.12990121518404685,0.01
8.39,-0.142955654057638,-0.09886768675874678,0.05104606584882365,-0.12946284389600038,0.01
8.4,-0.14243870713527923,-0.1001600914132748,0.052341331825636495,-0.12901171821506452,0.01
8.41,-0.1419088274211253,-0.10144792112304801,0.05363256162807861,-0.12854787236229637,0.01
8.42,-0.14136605590271767,-0.10273104886052066,0.054919630591583335,-0.12807134178185375,0.01
8.43,-0.14081043480929364,-0.10400934795868504,0.056202414492112496,-0.12758216313797988,0.01
8.44,-0.14024200761287545,-0.10528269212328022,0.05748078937890799,-0.127080374312591,0.01
8.45,-0.1396608190217155,-0.1065509554449368,0.05875463153217897,-0.12656601440289172,0.01
8.46,-0.13906691498223178,-0.10781401241133823,0.06002381762801434,-0.1260391237182077,0.01
8.47,-0.13846034266915513,-0.10907173791930112,0.06128822481804086,-0.12549974377712125,0.01
8.48,-0.137841150485871,-0.11032400728688059,0.06254773043532591,-0.1249479173044028,0.01
8.49,-0.13720938806044863,-0.11157069626538912,0.06380221225615301,-0.12438368822752999,0.01
8.5,-0.13656510624074797,-0.11281168105143115,0.06505154854790973,-0.12380710167400633,0.01
8.51,-0.13590835708949048,-0.1140468382988692,0.06629561783121218,-0.12321820396725691,0.01
8.52,-0.13523919388412375,-0.11527604513077623,0.06753429913268505,-0.12261704262324624,0.01
8.53,-0.1345576711068368,-0.11649917915133408,0.06876747193067967,-0.1220036663472408,0.01
8.540000000000001,-0.13386384444551006,-0.11771611845772122,0.06999501600633362,-0.12137812502931222,0.01
8.55,-0.13315777078671004,-0.11892674165192048,0.07121681169400151,-0.12074046974101105,0.01
8.56,-0.13243950821163006,-0.12013092785254138,0.07243273976267073,-0.12009075273171188,0.01
8.57,-0.13170911599145665,-0.12132855670655468,0.07364268150282971,-0.11942902742305161,0.01
8.58,-0.1309666545815735,-0.12251950840100237,0.07484651855885094,-0.11875534840639546,0.01
8.59,-0.13021218562027967,-0.12370366367468252,0.07604413318438841,-0.118069771437332,0.01
8.6,-0.12944577191788575,-0.12488090382974897,0.07723540814018026,-0.117372353431759,0.01
8.61,-0.1286674774574761,-0.12605111074331765,0.07842022664601789,-0.11666315246115211,0.01
8.620000000000001,-0.1278773673849653,-0.12721416687897216,0.07959847238890116,-0.11594222774817009,0.01
8.63,-0.12707550800969797,-0.1283699552982812,0.08077002981080916,-0.1152096396610025,0.01
8.64,-0.12626196678874915,-0.12951835967219216,0.08193478381474595,-0.1144654497091917,0.01
8.65,-0.1254368123334031,-0.130659264292465,0.0830926195815529,-0.1137097205392088,0.01
8.66,-0.12460011439711813,-0.1317925540829763,0.08424342330851697,-0.11294251592767335,0.01
8.67,-0.12375194386723279,-0.1329181146110184,0.08538708159180253,-0.11216390077760607,0.01
8.68,-0.12289237276528212,-0.13403583209852837,0.0865234815486069,-0.11137394111194254,0.01
8.69,-0.12202147423626068,-0.13514559343325722,0.08765251095959492,-0.11057270406928232,0.01
8.700000000000001,-0.12113932254609011,-0.13624728617991416,0.08877405828396512,-0.10976025789728006,0.01
8.71,-0.12024599307058126,-0.13734079859120296,0.08988801256979784,-0.10893667194719736,0.01
8.72,-0.11934156229469418,-0.13842601961885806,0.09099426339127792,-0.10810201666887398,0.01
8.73,-0.11842610780275574,-0.1395028389245804,0.09209270113991419,-0.10725636360391988,0.01
8.74,-0.11749970827189594,-0.14057114689093642,0.093183216846084,-0.10639978537998207,0.01
8.75,-0.11656244346583411,-0.14163083463217999,0.09426570209528595,-0.1055323557047565,0.01
8.76,-0.11561439422999027,-0.1426817940050315,0.09534004928919693,-0.104654149359944,0.01
8.77,-0.11465564248005021,-0.14372391761937883,0.09640615148159348,-0.10376524219452676,0.01
8.78,-0.11368627120035843,-0.144757098848922,0.09746390231590496,-0.10286571111848364,0.01
8.790000000000001,-0.11270636443373198,-0.14578123184174865,0.09851319635506872,-0.10195563409649111,0.01
8.8,-0.11171600727325691,-0.14679621153085196,0.0995539287650864,-0.10103509014109058,0.01
8.81,-0.1107152858584303,-0.14780193364457042,0.10058599543766178,-0.100104159305614,0.01
8.82,-0.10970428736450372,-0.14879829471696418,0.10160929311301725,-0.09916292267816651,0.01
8.83,-0.10868309999617,-0.1497851920981337,0.10262371912892032,-0.09821146237415945,0.01
8.84,-0.10765181298192536,-0.15076252396444734,0.10362917161203455,-0.09724986152940573,0.01
8.85,-0.10661051656392935,-0.1517301893287218,0.10462554970752258,-0.09627820429273992,0.01
8.86,-0.10555930198777495,-0.1526880880503021,0.10561275312294782,-0.09529657581881867,0.01
8.870000000000001,-0.10449826150147025,-0.15363612084509828,0.10659068222527246,-0.0943050622614674,0.01
8.88,-0.10342748834326937,-0.15457418929553157,0.10755923854360905,-0.09330375076545483,0.01
8.89,-0.1023470767305981,-0.15550219586040734,0.1085183242996628,-0.09229272945897193,0.01
8.9,-0.10125712185727616,-0.15642004388471098,0.10946784235522511,-0.09127208744630533,0.01
8.91,-0.10015771988349366,-0.1573276376093334,0.11040769659752225,-0.09024191480013588,0.01
8.92,-0.09904896792532576,-0.15822488218071365,0.11133779173977576,-0.0892023025536215,0.01
8.93,-0.0979309640486982,-0.1591116836604058,0.1122580332375227,-0.08815334269226582,0.01
8.94,-0.09680380726057534,-0.15998794903455893,0.1131683275638764,-0.08709512814609699,0.01
8.950000000000001,-0.09566759749742051,-0.16085358622332785,0.11406858204681747,-0.08602775278149899,0.01
8.96,-0.09452243561963884,-0.16170850409018903,0.11495870471130587,-0.08495131139299694,0.01
8.97,-0.09336842340319444,-0.16255261245118777,0.11583860470151475,-0.08386589969486913,0.01
8.98,-0.09220566352560859,-0.1633858220840864,0.11670819202277638,-0.08277161431309565,0.01
8.99,-0.09103425956273896,-0.16420804473744963,0.11756737741990975,-0.08166855277635676,0.01
9.0,-0.08985431597721046,-0.1650191931396135,0.11841607265344312,-0.08055681350796462,0.01
9.01,-0.08866593810967015,-0.1658191810076089,0.11925419058408604,-0.07943649581675949,0.01
9.02,-0.08746923216552878,-0.16660792305594863,0.12008164481412908,-0.0783076998885619,0.01
9.03,-0.08626430521338763,-0.1673853350053801,0.12089834988432813,-0.07717052677723224,0.01
9.040000000000001,-0.08505126516784205,-0.16815133359149337,0.1217042214092201,-0.0760250783959151,0.01
9.05,-0.08383022078520305,-0.16890583657329852,0.12249917585224157,-0.07487145750819835,0.01
9.06,-0.08260128165079728,-0.1696487627416573,0.12328313079820585,-0.07370976771786175,0.01
9.07,-0.081364558169239,-0.17038003192765572,0.12405600471159595,-0.07254011346099176,0.01
9.08,-0.0801201615565654,-0.17109956501087709,0.12481771697250599,-0.07136259999623995,0.01
9.09,-0.07886820382978893,-0.1718072839275805,0.12556818804377912,-0.07017733339566412,0.01
9.1,-0.07760879779568988,-0.17250311167879034,0.1263073394724108,-0.06898442053474163,0.01
9.11,-0.07634205704034076,-0.1731869723382753,0.1270350937251412,-0.06778396908303286,0.01
9.120000000000001,-0.07506809592118688,-0.17385879106045107,0.12775137430611538,-0.06657608749479849,0.01
9.13,-0.07378702955421829,-0.17451849408817136,0.12845610572317412,-0.06536088499932724,0.01
9.14,-0.07249897380672345,-0.17516600876043759,0.12914921353112296,-0.06413847159085861,0.01
9.15,-0.07120404528359588,-0.1758012635199885,0.12983062443954063,-0.06290895801897634,0.01
9.16,-0.06990236131793269,-0.1764241879208171,0.13050026602582854,-0.061672455778669644,0.01
9.17,-0.06859403996307936,-0.1770347126355619,0.13115806705844424,-0.06042907709980483,0.01
9.18,-0.06727919997676386,-0.17763276946281317,0.13180395743155815,-0.059178934938008965,0.01
9.19,-0.06595796081444825,-0.17821829133432204,0.13243786785708345,-0.05792214296393894,0.01
9.200000000000001,-0.06463044261962202,-0.17879121232209202,0.13305973029969964,-0.05665881555301411,0.01
9.21,-0.06329676620845408,-0.17935146764538243,0.13366947786657724,-0.055389067775580614,0.01
9.22,-0.06195705306229053,-0.17989899367760362,0.13426704492110453,-0.0541130153847007,0.01
9.23,-0.06061142531003205,-0.1804337279530764,0.13485236647643806,-0.05283077480851439,0.01
9.24,-0.05926000573276183,-0.18095560917377387,0.13542537874070337,-0.05154246313836808,0.01
9.25,-0.05790291773521804,-0.18146457721584375,0.1359860195186906,-0.05024819811757553,0.01
9.26,-0.05654028534238807,-0.18196057313612538,0.13653422733617315,-0.048948098131743834,0.01
9.27,-0.05517223318849464,-0.1824435391784786,0.13706994173146247,-0.04764228219789146,0.01
9.28,-0.05379888650775889,-0.1829134187800832,0.13759310370511635,-0.04633086995314528,0.01
9.290000000000001,-0.05242037111439212,-0.18337015657754158,0.13810365538976965,-0.045013981644107304,0.01
9.3,-0.051036813399963306,-0.1838136984129654,0.13860153987879587,-0.04369173811597271,0.01
9.31,-0.04964834031681627,-0.184243991339861,0.13908670145008495,-0.04236426080148625,0.01
9.32,-0.04825507937096167,-0.18466098362899513,0.1395590855691382,-0.04103167171066424,0.01
9.33,-0.04685715860543356,-0.1850646247740743,0.14001863908577583,-0.03969409341772234,0.01
9.34,-0.04545470658924621,-0.18545486549734955,0.14046530975532612,-0.038351649051621806,0.01
9.35,-0.0440478524103271,-0.1858316577551067,0.1408990462968922,-0.037004462285423756,0.01
9.36,-0.04263672566330843,-0.186194954743058,0.1413197990733912,-0.035652657323158365,0.01
9.370000000000001,-0.041221456428859084,-0.18654471090156993,0.14172751969421826,-0.03429635888895355,0.01
9.38,-0.039802175269423874,-0.1868808819208371,0.14212216050940185,-0.03293569221637327,0.01
9.39,-0.03837901321867111,-0.18720342474589738,0.14250367533715536,-0.0315707830361287,0.01
9.4,-0.03695210176268083,-0.18751229758155966,0.14287201929821514,-0.030201757564952914,0.01
9.41,-0.03552157283270687,-0.1878074598971964,0.14322714849349483,-0.028828742493914206,0.01
9.42,-0.034087558792810994,-0.18808887243143793,0.143569020258296,-0.027451864977729556,0.01
9.43,-0.03265019242754101,-0.188356497196751,0.14389759321643325,-0.026071252621763463,0.01
9.44,-0.031209606928482393,-0.1886102974838732,0.14421282745611963,-0.02468703347018142,0.01
9.450000000000001,-0.02976593587841842,-0.18885023786615465,0.1445146838900888,-0.023299335995757176,0.01
9.46,-0.028319313250680423,-0.18907628420378841,0.14480312498012426,-0.0219082890856388,0.01
9.47,-0.026869873378816,-0.18928840364786742,0.1450781143640154,-0.020514022031928647,0.01
9.48,-0.02541775096340018,-0.18948656464442695,0.14533961655126348,-0.019116664518714188,0.01
9.49,-0.023963081047790793,-0.1896707369382417,0.14558759778914276,-0.017716346609661926,0.01
9.5,-0.022505999007617385,-0.1898408915766202,0.14582202559540858,-0.016313198736430223,0.01
9.51,-0.02104664053588268,-0.18999700091297028,0.14604286831555136,-0.014907351686552772,0.01
9.52,-0.019585141641306418,-0.19013903861035125,0.14625009561978408,-0.013498936592394983,0.01
9.53,-0.018121638623487063,-0.1902669796448182,0.14644367902502697,-0.012088084916687336,0.01
9.540000000000001,-0.016656268060805682,-0.19038080030868498,0.14662359078693088,-0.01067492844202711,0.01
9.55,-0.015189166807748247,-0.19048047821365874,0.1467898043605419,-0.009259599258298223,0.01
9.56,-0.013720471973594906,-0.19056599229385096,0.14694229482779253,-0.007842229750893992,0.01
9.57,-0.012250320911192459,-0.1906373228086766,0.14708103818218055,-0.006422952588199138,0.01
9.58,-0.010778851209951357,-0.19069445134561494,0.14720601204313083,-0.005001900708185403,0.01
9.59,-0.009306200670329905,-0.19073736082284032,0.14731719524488057,-0.0035792073075420205,0.01
9.6,-0.00783250730505381,-0.19076603549176577,0.14741456769671613,-0.0021550058281398776,0.01
9.61,-0.006357909316395646,-0.1907804609394031,0.1474981107424085,-0.000729429945879545,0.01
9.620000000000001,-0.00488254509020544,-0.19078062409068336,0.14756780708575132,0.0006973864430506183,0.01
9.63,-0.0034065531746804195,-0.1907665132105421,0.14762364066412614,0.0021253092343780366,0.01
9.64,-0.0019300722769229797,-0.1907381179059958,0.14766559655384423,0.003554204127274474,0.01
9.65,-0.00045324124360359786,-0.19069542912799664,0.14769366155277208,0.004983936639035846,0.01
9.66,0.001023800954132399,-0.19063843917321507,0.14770782325860266,0.006414372114555533,0.01
9.67,0.002500915221568392,-0.19056714168570552,0.1477080706658216,0.007845375741286631,0.01
9.68,0.003977962367448768,-0.19048153165838935,0.1476943944271469,0.009276812561138215,0.01
9.69,0.005454803110111268,-0.19038160543448276,0.1476667862911364,0.0107085474831905,0.01
9.700000000000001,0.006931298093271696,-0.19026736070872552,0.14762523931364446,0.012140445297049496,0.01
9.71,0.008407307896384357,-0.19013879652854176,0.14756974761837643,0.013572370683039736,0.01
9.72,0.009882693045639162,-0.1899959132950647,0.14750030704633926,0.015004188227866422,0.01
9.73,0.01135731403731108,-0.18983871276398442,0.14741691472936747,0.01643576243633582,0.01
9.74,0.012831031340226447,-0.18966719804633803,0.14731956867749874,0.01786695774273106,0.01
9.75,0.014303705410860991,-0.1894813736091298,0.14720826860268388,0.019297638525483052,0.01
9.76,0.015775196712280063,-0.18928124527582835,0.14708301546272495,0.02072766911862267,0.01
9.77,0.017245365720115428,-0.1890668202267574,0.14694381154216551,0.022156913825529756,0.01
9.78,0.01871407294312331,-0.18883810699931777,0.1467906603436342,0.02358523693076009,0.01
9.790000000000001,0.02018117892698831,-0.18859511548814217,0.14662356680430955,0.025012502713945395,0.01
9.8,0.021646544279209697,-0.18833785694503885,0.14644253711196198,0.026438575461401825,0.01
9.81,0.023110029669227487,-0.18806634397891414,0.14624757874471594,0.0278633194798239,0.01
9.82,0.024571495854103956,-0.18778059055544238,0.14603870060235624,0.029286599108678146,0.01
9.83,0.02603080368127455,-0.1874806119967406,0.14581591275261863,0.030708278732662464,0.01
9.84,0.027487814109156267,-0.18716642498078914,0.14557922673687185,0.03212822279566829,0.01
9.85,0.028942388216011927,-0.18683804754082725,0.1453286554486053,0.03354629581266444,0.01
9.86,0.03039438721812831,-0.18649549906453586,0.14506421285746995,0.034962362382676915,0.01
9.870000000000001,0.03184367247316152,-0.18613880029317367,0.14478591441330213,0.03637628720202635,0.01
9.88,0.033290105506394545,-0.18576797332049527,0.14449377709416256,0.037787935077213675,0.01
9.89,0.03473354801504471,-0.18538304159162938,0.1441878187272796,0.03919717093649133,0.01
9.9,0.03617386188094007,-0.1849840299017655,0.14386805861628327,0.040603859843827195,0.01
9.91,0.03761090918737031,-0.18457096439475287,0.14353451774925108,0.04200786701201231,0.01
9.92,0.03904455223592503,-0.18414387256152526,0.14318721804862378,0.043409057814882246,0.01
9.93,0.040474653548342725,-0.18370278323845524,0.14282618275502568,0.04480729780026138,0.01
9.94,0.041901075891025485,-0.18324772660552002,0.14245143669524296,0.046202452702772234,0.01
9.950000000000001,0.043323682282247776,-0.18277873418439974,0.14206300578143383,0.04759438845666608,0.01
9.96,0.04474233600665436,-0.18229583883638664,0.14166091708722828,0.04898297120821127,0.01
9.97,0.04615690062399228,-0.18179907476023555,0.1412451992521917,0.050368067328783184,0.01
9.98,0.04756723999169813,-0.181288477489811,-2.307845031199663,9.089953738011971,0.01
9.99,0.0,0.0,-7.205602967140166,27.167741759951,0.01
0.0,-0.0,-0.0,-0.018314940020856305,9.210117809567265e-06,0.005
0.0,-0.0,-0.0,-0.008258326935675984,4.242017658637675e-07,0.001
0.0,-0.0,-0.0,-0.0058394417386345085,1.0975484567975102e-07,0.0005
