t,E_rel,E_abs
3.24,2.3380548342509693e-07,2.6308479935347414e-07
3.245,2.340490232594906e-07,2.6340326546104684e-07
3.25,2.3429242343881978e-07,2.6372165588194066e-07
3.255,2.3453568501776456e-07,2.6403997178613824e-07
3.26,2.3477880841032092e-07,2.6435821362352763e-07
3.265,2.3502179166617906e-07,2.6467637918218737e-07
3.27,2.3526463555290262e-07,2.6499446931054415e-07
3.275,2.3550733941315157e-07,2.6531248325287215e-07
3.28,2.357499039965713e-07,2.6563042183876143e-07
3.285,2.3599232807277682e-07,2.6594828366749763e-07
3.29,2.3623461108014953e-07,2.6626606809171116e-07
3.295,2.364767535006505e-07,2.665837756405398e-07
3.3000000000000003,2.3671875435969492e-07,2.669014052017132e-07
3.305,2.3696061510740246e-07,2.6721895839703204e-07
3.31,2.3720233314148889e-07,2.675364322792407e-07
3.315,2.3744390849532978e-07,2.678538268728083e-07
3.3200000000000003,2.376853432393772e-07,2.681711445010617e-07
3.325,2.3792663623898456e-07,2.684883838725747e-07
3.33,2.3816778565977962e-07,2.6880554290579714e-07
3.335,2.384087925953949e-07,2.691226228234769e-07
3.34,2.386496563065864e-07,2.694396227803064e-07
3.345,2.3889037797419613e-07,2.697565440990582e-07
3.35,2.3913095682800035e-07,2.7007338590033417e-07
3.355,2.3937139256915826e-07,2.70390147837081e-07
3.36,2.396116837723759e-07,2.707068282898392e-07
3.365,2.3985183086348327e-07,2.710234277302278e-07
3.37,2.4009183330258903e-07,2.713399455392276e-07
3.375,2.403316918230922e-07,2.716563825371122e-07
3.38,2.4057140655190846e-07,2.719727388595082e-07
3.385,2.408109756498451e-07,2.7228901241947017e-07
3.39,2.4105040033040725e-07,2.7260520458141863e-07
3.395,2.4128968106343463e-07,2.72921315869973e-07
3.4,2.4152881716460366e-07,2.7323734550485766e-07
3.405,2.417678080529406e-07,2.7355329282265157e-07
3.41,2.420066526562064e-07,2.738691566039808e-07
3.415,2.4224535358728666e-07,2.741849398000925e-07
3.42,2.4248390809184026e-07,2.745006392887316e-07
3.4250000000000003,2.427223166211511e-07,2.7481625557547846e-07
3.43,2.4296057993850444e-07,2.7513178951998763e-07
3.435,2.43198697616698e-07,2.754472406345576e-07
3.44,2.4343666840651874e-07,2.757626075004141e-07
3.4450000000000003,2.436744932621586e-07,2.760778911946637e-07
3.45,2.439121729374516e-07,2.763930925685013e-07
3.455,2.441497056579532e-07,2.7670820960865957e-07
3.46,2.4438709341637744e-07,2.770232445711745e-07
3.465,2.4462433232996906e-07,2.773381930527809e-07
3.47,2.4486142604629736e-07,2.7765305918646894e-07
3.475,2.450983732887467e-07,2.779678415238153e-07
3.48,2.4533517299751487e-07,2.7828253886175874e-07
3.485,2.4557182561184826e-07,2.7859715169747685e-07
3.49,2.458083320392245e-07,2.789116810601534e-07
3.495,2.4604469094665156e-07,2.792261254374208e-07
3.5,2.4628090265290305e-07,2.795404851911233e-07
3.505,2.46516967112736e-07,2.798547602704792e-07
3.51,2.467528846380688e-07,2.801689510305782e-07
3.515,2.469886555086657e-07,2.8048305779060357e-07
3.52,2.472242773945119e-07,2.8079707790613505e-07
3.525,2.4745975384541223e-07,2.8111101541076676e-07
3.53,2.4769508245337605e-07,2.8142486757202953e-07
3.535,2.479302628736466e-07,2.817386340005883e-07
3.54,2.481652946185721e-07,2.8205231414480223e-07
3.545,2.4840018066825785e-07,2.8236591139495155e-07
3.5500000000000003,2.486349184655643e-07,2.8267942284847334e-07
3.555,2.488695071475322e-07,2.8299284752771e-07
3.56,2.491039483289371e-07,2.833061872726361e-07
3.565,2.4933824313544577e-07,2.83619443368428e-07
3.5700000000000003,2.4957238950804784e-07,2.8393261347831816e-07
3.575,2.498063876422912e-07,2.842456978297142e-07
3.58,2.500402374495968e-07,2.845586963271576e-07
3.585,2.502739392252457e-07,2.84871609312382e-07
3.59,2.505074925200305e-07,2.8518443628012895e-07
3.595,2.5074089810634357e-07,2.8549717811606346e-07
3.6,2.509741551622911e-07,2.8580983389117995e-07
3.605,2.5120726493874884e-07,2.861224050370424e-07
3.61,2.5144022692246934e-07,2.8643489097682546e-07
3.615,2.5167304038740285e-07,2.8674729089117714e-07
3.62,2.5190570556158456e-07,2.8705960504774553e-07
3.625,2.5213822292210663e-07,2.8737183399852213e-07
3.63,2.5237059135781044e-07,2.876839764856759e-07
3.635,2.5260281217887584e-07,2.8799603401145194e-07
3.64,2.528348852037158e-07,2.8830800637831746e-07
3.645,2.53066809676076e-07,2.886198927335029e-07
3.65,2.5329858548406183e-07,2.889316929589757e-07
3.655,2.535302137523506e-07,2.892434083476757e-07
3.66,2.537616930627802e-07,2.895550372921682e-07
3.665,2.5399302363554186e-07,2.8986658005399784e-07
3.67,2.542242070990899e-07,2.901780385025888e-07
3.675,2.544552417587272e-07,2.904894107151169e-07
3.68,2.5468612747777925e-07,2.908006965467206e-07
3.685,2.5491686534785125e-07,2.91111897255395e-07
3.69,2.55147455082312e-07,2.914230125260412e-07
3.695,2.553778976581499e-07,2.9173404348713117e-07
3.7,2.556081913963586e-07,2.920449882335326e-07
3.705,2.5583833774343107e-07,2.9235584843074646e-07
3.71,2.5606833584110815e-07,2.9266662311146516e-07
3.715,2.562981867497461e-07,2.929773135011912e-07
3.72,2.5652788778043175e-07,2.932879165399462e-07
3.725,2.5675744210228676e-07,2.935984358645734e-07
3.73,2.5698684793845324e-07,2.9390886945795995e-07
3.735,2.572161066917802e-07,2.9421921893905357e-07
3.74,2.574452177737596e-07,2.9452948364989287e-07
3.745,2.5767418007689257e-07,2.948396623384741e-07
3.75,2.579029945574905e-07,2.951497561140759e-07
3.755,2.5813166214760903e-07,2.9545976605916893e-07
3.76,2.5836018073965327e-07,2.9576968977737856e-07
3.765,2.58588552845143e-07,2.960795301597953e-07
3.77,2.5881677656512237e-07,2.963892850488741e-07
3.775,2.590448549302301e-07,2.9669895793202606e-07
3.78,2.5927278486300064e-07,2.970085453020495e-07
3.785,2.595005688025756e-07,2.9731804997021434e-07
3.79,2.597282049025158e-07,2.97627469838908e-07
3.795,2.599556942362219e-07,2.979368061557993e-07
3.8,2.6018303463700815e-07,2.9824605645548593e-07
3.805,2.6041023014054593e-07,2.9855522538203556e-07
3.81,2.606372789227112e-07,2.98864310863509e-07
3.815,2.608641807574155e-07,2.991733126595223e-07
3.82,2.610909361269403e-07,2.9948223134225507e-07
3.825,2.6131754467225966e-07,2.997910665192768e-07
3.83,2.6154400758444657e-07,3.0009981957669383e-07
3.835,2.61770321700884e-07,3.004084869053904e-07
3.84,2.619964902890893e-07,3.0071707227452245e-07
3.845,2.622225131842124e-07,3.010255755156001e-07
3.85,2.62448389845597e-07,3.0133399602870944e-07
3.855,2.6267412030828524e-07,3.0164233387482027e-07
3.86,2.628997070078677e-07,3.0195059187223334e-07
3.865,2.6312514335575814e-07,3.02258762474942e-07
3.87,2.633504370238203e-07,3.0256685451620587e-07
3.875,2.6357558539561077e-07,3.028748650129004e-07
3.88,2.6380058899677517e-07,3.031827945912773e-07
3.885,2.6402544855342154e-07,3.034906441085757e-07
3.89,2.6425016054124e-07,3.037984095361983e-07
3.895,2.644747295350652e-07,3.041060961558669e-07
3.9,2.646991533679784e-07,3.044137014996253e-07
3.905,2.649234313677922e-07,3.047212248173267e-07
3.91,2.651475661493289e-07,3.050286691398867e-07
3.915,2.6537155498191926e-07,3.0533603134981646e-07
3.92,2.6559540024392065e-07,3.0564331420712463e-07
3.925,2.658190996939549e-07,3.059505151565567e-07
3.93,2.6604265689112373e-07,3.062576383186025e-07
3.935,2.662660693669103e-07,3.065646808766758e-07
3.94,2.6648933880707177e-07,3.0687164479626854e-07
3.945,2.667124643519454e-07,3.0717852911265473e-07
3.95,2.6693544794866635e-07,3.074853360937721e-07
3.955,2.671582853122431e-07,3.077920608291362e-07
3.96,2.673809798862673e-07,3.0809870731069855e-07
3.965,2.676035312322156e-07,3.0840527505909003e-07
3.97,2.6782593923897586e-07,3.087117639721271e-07
3.975,2.680482036385791e-07,3.090181737668301e-07
3.98,2.6827032728835794e-07,3.0932450776370943e-07
3.985,2.684923066492481e-07,3.0963076190907574e-07
3.99,2.6871414371507847e-07,3.0993693852837904e-07
3.995,2.6893583985835944e-07,3.1024303923192145e-07
4.0,2.691573932967393e-07,3.1054906199111465e-07
4.005,2.6937880509922255e-07,3.1085500806651577e-07
4.01,2.696000755170978e-07,3.111608777758101e-07
4.015,2.6982120334774407e-07,3.1146666975865634e-07
4.0200000000000005,2.7004218952441197e-07,3.1177238511983797e-07
4.025,2.702630337984179e-07,3.120780236001274e-07
4.03,2.704837389566516e-07,3.123835884460049e-07
4.035,2.7070430176961693e-07,3.126890759566331e-07
4.04,2.70924725049841e-07,3.129944894090773e-07
4.045,2.7114500774642506e-07,3.1329982761852256e-07
4.05,2.713651519505731e-07,3.1360509303063824e-07
4.055,2.7158515443175647e-07,3.139102819416417e-07
4.0600000000000005,2.718050179008749e-07,3.142153975138836e-07
4.065,2.720247421095349e-07,3.145204394902257e-07
4.07,2.722443260909605e-07,3.1482540678266875e-07
4.075,2.7246377221039755e-07,3.1513030215635405e-07
4.08,2.7268307811100533e-07,3.1543512291583273e-07
4.085,2.729022458755742e-07,3.157398715004697e-07
4.09,2.731212743830735e-07,3.160445466439231e-07
4.095,2.733401652834382e-07,3.1634915028603115e-07
4.1,2.735589196397495e-07,3.1665368368862104e-07
4.105,2.7377753510722046e-07,3.169581441690057e-07
4.11,2.7399601321734837e-07,3.1726253353117124e-07
4.115,2.742143545733233e-07,3.1756685250522886e-07
4.12,2.744325583359859e-07,3.1787110015113396e-07
4.125,2.746506244559633e-07,3.1817527644319794e-07
4.13,2.748685534666094e-07,3.1847938203091523e-07
4.135,2.7508634775837527e-07,3.187834197163104e-07
4.14,2.753040028613529e-07,3.190873843518307e-07
4.1450000000000005,2.755215237628071e-07,3.193912817495794e-07
4.15,2.757389084470661e-07,3.1969510960614485e-07
4.155,2.759561560643097e-07,3.1999886696854683e-07
4.16,2.7617326955893e-07,3.2030255728367243e-07
4.165,2.763902470552434e-07,3.206061784094684e-07
4.17,2.7660708967361985e-07,3.2090973167840336e-07
4.175,2.7682379707574377e-07,3.212132167312141e-07
4.18,2.770403691694474e-07,3.215166334940603e-07
4.1850000000000005,2.772568062909963e-07,3.2181998239033697e-07
4.19,2.7747311005490416e-07,3.2212326532763993e-07
4.195,2.7768927982479423e-07,3.224264816012647e-07
4.2,2.779053160414784e-07,3.2272963175696266e-07
4.205,2.7812121704943933e-07,3.2303271390596944e-07
4.21,2.783369864459055e-07,3.233357322602288e-07
4.215,2.7855262072501557e-07,3.2363868278160536e-07
4.22,2.7876812272467847e-07,3.239415688010731e-07
4.225,2.7898349088990497e-07,3.2424438854615375e-07
4.23,2.791987281192694e-07,3.2454714542011256e-07
4.235,2.794138322547555e-07,3.248498369495331e-07
4.24,2.7962880464303716e-07,3.2515246473460967e-07
4.245,2.798436460120415e-07,3.254550296569381e-07
4.25,2.8005835638567983e-07,3.25757531779746e-07
4.255,2.8027293446343386e-07,3.2605996962545907e-07
4.26,2.804873833140898e-07,3.2636234679942007e-07
4.265,2.8070169980367983e-07,3.266646596908458e-07
4.2700000000000005,2.8091588628604785e-07,3.2696691107399583e-07
4.275,2.811299426816104e-07,3.272691008920705e-07
4.28,2.8134386957377266e-07,3.275712298600983e-07
4.285,2.8155766644306016e-07,3.278732974092088e-07
4.29,2.8177133365525773e-07,3.2817530400114935e-07
4.295,2.8198487320675495e-07,3.284772519973522e-07
4.3,2.821982824683478e-07,3.287791383715986e-07
4.305,2.824115647767275e-07,3.2908096704741536e-07
4.3100000000000005,2.82624718654791e-07,3.2938273634060177e-07
4.315,2.8283774547849895e-07,3.2968444789140933e-07
4.32,2.830506421555663e-07,3.299860981319055e-07
4.325,2.832634145688229e-07,3.3028769395682845e-07
4.33,2.834760597608278e-07,3.305892319557991e-07
4.335,2.836885767676312e-07,3.3089071104132383e-07
4.34,2.839009685992846e-07,3.3119213476109256e-07
4.345,2.841132333389657e-07,3.314935009165008e-07
4.3500000000000005,2.8432537274418144e-07,3.3179481159520186e-07
4.355,2.8453738546210853e-07,3.320960652559067e-07
4.36,2.8474927464942987e-07,3.3239726562032634e-07
4.365,2.8496103828107326e-07,3.326984103626718e-07
4.37,2.851726765665536e-07,3.329994997648983e-07
4.375,2.853841912085024e-07,3.333005358528544e-07
4.38,2.8559558164903325e-07,3.336015180131072e-07
4.385,2.858068471244558e-07,3.339024453912819e-07
4.39,2.860179903152346e-07,3.3420332115673026e-07
4.3950000000000005,2.862290099714826e-07,3.3450414388750707e-07
4.4,2.8643990576881304e-07,3.3480491324240007e-07
4.405,2.8665067904931814e-07,3.3510563082803714e-07
4.41,2.8686132983376705e-07,3.3540629670704283e-07
4.415,2.8707185807003973e-07,3.3570691085672295e-07
4.42,2.87282265398954e-07,3.360074752343192e-07
4.425,2.8749255129909134e-07,3.3630798926884035e-07
4.43,2.8770271494020214e-07,3.366084520274687e-07
4.4350000000000005,2.879127597612587e-07,3.369088675723972e-07
4.44,2.881226834634173e-07,3.37209233252974e-07
4.445,2.8833248643327033e-07,3.375095495601494e-07
4.45,2.885421699589058e-07,3.3780981804047865e-07
4.455,2.8875173386496064e-07,3.381100385277752e-07
4.46,2.88961178859485e-07,3.38410211890194e-07
4.465,2.8917050439002767e-07,3.387103375198641e-07
4.47,2.8937971144395736e-07,3.390104166122867e-07
4.4750000000000005,2.8958879962631524e-07,3.393104487439233e-07
4.48,2.8979776969153085e-07,3.396104348377661e-07
4.485,2.9000662196849944e-07,3.399103753184971e-07
4.49,2.902153561766158e-07,3.402102698964245e-07
4.495,2.9042397396484294e-07,3.4051012054385215e-07
4.5,2.9063247448957014e-07,3.4080992631129476e-07
4.505,2.908408595693511e-07,3.4110968937078417e-07
4.51,2.91049126652734e-07,3.4140940676945405e-07
4.515,2.912572792805117e-07,3.4170908269990524e-07
4.5200000000000005,2.9146531629082824e-07,3.4200871583915716e-07
4.525,2.916732374788279e-07,3.4230830598634005e-07
4.53,2.9188104418171807e-07,3.4260785475034876e-07
4.535,2.9208873578547624e-07,3.4290736145024095e-07
4.54,2.922963140190687e-07,3.4320682815553727e-07
4.545,2.9250377798163966e-07,3.435062538485577e-07
4.55,2.927111286803947e-07,3.438056397519102e-07
4.555,2.9291836518007984e-07,3.4410498480692037e-07
4.5600000000000005,2.9312548952764845e-07,3.4440429145795497e-07
4.565,2.9333250051623784e-07,3.447035583271341e-07
4.57,2.9353939965513865e-07,3.4500278722784824e-07
4.575,2.937461862136201e-07,3.453019773413112e-07
4.58,2.9395286145921315e-07,3.456011301973781e-07
4.585,2.9415942539701156e-07,3.4590024584221776e-07
4.59,2.9436587846197244e-07,3.461993248273942e-07
4.595,2.945722206005191e-07,3.4649836712998614e-07
4.6000000000000005,2.9477845312397243e-07,3.467973743326205e-07
4.605,2.949845756565154e-07,3.4709634603357184e-07
4.61,2.9519058836448495e-07,3.4739528246868825e-07
4.615,2.9539649166241596e-07,3.4769418416591114e-07
4.62,2.956022871247257e-07,3.479930530187756e-07
4.625,2.95807974059081e-07,3.482918882529172e-07
4.63,2.960135524788588e-07,3.4859068992431664e-07
4.635,2.96219023826673e-07,3.4888945977215274e-07
4.64,2.964243886640906e-07,3.491881984986537e-07
4.6450000000000005,2.9662964511092623e-07,3.4948690392943907e-07
4.65,2.9683479513565944e-07,3.497855784237071e-07
4.655,2.9703983895483394e-07,3.500842222771884e-07
4.66,2.972447763379603e-07,3.503828352586407e-07
4.665,2.974496080204157e-07,3.5068141827517334e-07
4.67,2.976543339882727e-07,3.5097997135072165e-07
4.675,2.9785895616553466e-07,3.5127849679450505e-07
4.68,2.9806347361014436e-07,3.515769935363999e-07
4.6850000000000005,2.9826788688042875e-07,3.5187546227540853e-07
4.69,2.984721964359152e-07,3.5217390359418666e-07
4.695,2.9867640306136166e-07,3.5247231845935123e-07
4.7,2.9888050561850157e-07,3.527707055681617e-07
4.705,2.9908450646742517e-07,3.530690677466046e-07
4.71,2.9928840505993765e-07,3.5336740438848854e-07
4.715,2.994922019158887e-07,3.536657161482297e-07
4.72,2.996958974170351e-07,3.5396400351733706e-07
4.7250000000000005,2.9989949092513233e-07,3.5426226578250593e-07
4.73,3.001029842137192e-07,3.5456050507915925e-07
4.735,3.0030637662341085e-07,3.5485872066899584e-07
4.74,3.005096695262787e-07,3.5515691421386326e-07
4.745,3.0071286236458903e-07,3.5545508509534133e-07
4.75,3.00915955463829e-07,3.557532337385346e-07
4.755,3.011189493607099e-07,3.560513608183363e-07
4.76,3.0132184495681257e-07,3.56349467441334e-07
4.765,3.0152464218367144e-07,3.5664755356720473e-07
4.7700000000000005,3.017273408898108e-07,3.5694561905714584e-07
4.775,3.0192994224466245e-07,3.5724366533490973e-07
4.78,3.021324466726447e-07,3.5754169294328126e-07
4.785,3.023348542377317e-07,3.5783970199852676e-07
4.79,3.025371654202892e-07,3.581376931096481e-07
4.795,3.0273938015924553e-07,3.5843566624473876e-07
4.8,3.0294149936933164e-07,3.5873362252712575e-07
4.805,3.0314352368382264e-07,3.5903156274726386e-07
4.8100000000000005,3.033454524135975e-07,3.593294861294104e-07
4.815,3.035472864390536e-07,3.596273937565368e-07
4.82,3.037490262016781e-07,3.599252861919742e-07
4.825,3.039506718041923e-07,3.60223163597671e-07
4.83,3.041522241476233e-07,3.605210270816702e-07
4.835,3.043536831855803e-07,3.608188766292828e-07
4.84,3.045550493353269e-07,3.61116712775303e-07
4.845,3.0475632311962227e-07,3.614145361797113e-07
4.8500000000000005,3.049575050512519e-07,3.6171234749081707e-07
4.855,3.05158595489396e-07,3.6201014717485714e-07
4.86,3.0535959386925553e-07,3.623079346017995e-07
4.865,3.0556050227827707e-07,3.6260571228831646e-07
4.87,3.0576132032815986e-07,3.629034798140235e-07
4.875,3.0596204759611006e-07,3.6320123671703404e-07
4.88,3.061626852205604e-07,3.6349898438848124e-07
4.885,3.0636323387173515e-07,3.637967236641451e-07
4.89,3.0656369330984996e-07,3.640944542992851e-07
4.8950000000000005,3.06764064401514e-07,3.643921773629542e-07
4.9,3.0696434711234885e-07,3.646898928541987e-07
4.905,3.071645427091581e-07,3.6498760231790393e-07
4.91,3.0736465117051536e-07,3.6528530576869195e-07
4.915,3.0756467168196395e-07,3.655830022782787e-07
4.92,3.0776460695921916e-07,3.658806951142645e-07
4.925,3.0796445517710673e-07,3.661783821468568e-07
4.93,3.0816421810082956e-07,3.664760655143315e-07
4.9350000000000005,3.0836389607497066e-07,3.6677374566636275e-07
4.94,3.0856348872167266e-07,3.670714221931979e-07
4.945,3.0876299668005256e-07,3.6736909589452506e-07
4.95,3.0896242040843794e-07,3.6766676735511844e-07
4.955,3.0916176040845213e-07,3.679644372113682e-07
4.96,3.0936101743416145e-07,3.6826210640028967e-07
4.965,3.0956019101591335e-07,3.685597744022633e-07
4.97,3.0975928271845804e-07,3.6885744311956635e-07
4.9750000000000005,3.0995829193224324e-07,3.6915511186586583e-07
4.98,3.101572196903506e-07,3.694527819107438e-07
4.985,3.103560651992484e-07,3.6975045234813026e-07
4.99,3.105548306393702e-07,3.7004812581474324e-07
4.995,3.107535154155851e-07,3.703458016409017e-07
5.0,3.10952119428825e-07,3.7064347974746376e-07
5.005,3.111506449805417e-07,3.7094116291672787e-07
5.01,3.113490901022904e-07,3.7123884884127803e-07
5.015,3.1154745661515465e-07,3.7153653973107715e-07
5.0200000000000005,3.117457445193957e-07,3.718342356254473e-07
5.025,3.119439542527955e-07,3.721319370853613e-07
5.03,3.1214208619559344e-07,3.724296446031902e-07
5.035,3.1234014139652454e-07,3.727273594690554e-07
5.04,3.1253811944127767e-07,3.730250812274156e-07
5.045,3.1273602106338654e-07,3.733228107923299e-07
5.05,3.12933845421985e-07,3.7362054719842144e-07
5.055,3.131315958901569e-07,3.7391829451134083e-07
5.0600000000000005,3.1332927014696896e-07,3.742160499986099e-07
5.065,3.135268708417681e-07,3.745138168627209e-07
5.07,3.137243959729134e-07,3.748115927513474e-07
5.075,3.1392184786290944e-07,3.7510938047726633e-07
5.08,3.1411922499784907e-07,3.7540717826985144e-07
5.085,3.143165286986792e-07,3.75704987745506e-07
5.09,3.14513759818306e-07,3.7600280996183027e-07
5.095,3.1471091765444395e-07,3.7630064411725017e-07
5.1000000000000005,3.149080033280226e-07,3.765984915897173e-07
5.105,3.1510501655538076e-07,3.7689635207773904e-07
5.11,3.1530195904952907e-07,3.7719422766790304e-07
5.115,3.154988296089281e-07,3.774921169606088e-07
5.12,3.1569563036713376e-07,3.7779002254607703e-07
5.125,3.1589235987646447e-07,3.7808794272956866e-07
5.13,3.160890207729461e-07,3.783858807034426e-07
5.135,3.1628561187295877e-07,3.7868383508863447e-07
5.14,3.164821323170701e-07,3.789818048930426e-07
5.1450000000000005,3.1667858586079835e-07,3.7927979465081267e-07
5.15,3.16874970462612e-07,3.795778019545926e-07
5.155,3.1707128787807303e-07,3.79875828944312e-07
5.16,3.172675377443301e-07,3.8017387522253914e-07
5.165,3.1746371965929506e-07,3.8047194034421737e-07
5.17,3.1765983513616905e-07,3.8077002615946213e-07
5.175,3.178558846464246e-07,3.8106813327037796e-07
5.18,3.180518679347812e-07,3.813662614077029e-07
5.1850000000000005,3.1824778641513677e-07,3.816644123034486e-07
5.19,3.1844363877675145e-07,3.8196258442232254e-07
5.195,3.186394261185585e-07,3.822607791184749e-07
5.2,3.188351516842895e-07,3.825590003200813e-07
5.205,3.1903081309927867e-07,3.828572452151453e-07
5.21,3.192264100686452e-07,3.831555134857516e-07
5.215,3.194219460841769e-07,3.8345380935918084e-07
5.22,3.196174185392484e-07,3.837521297430493e-07
5.2250000000000005,3.198128287957475e-07,3.840504763082055e-07
5.23,3.20008177986483e-07,3.8434885045112496e-07
5.235,3.202034659743922e-07,3.8464725204341995e-07
5.24,3.203986920929599e-07,3.8494568032015713e-07
5.245,3.205938586348885e-07,3.852441380715153e-07
5.25,3.207889652239348e-07,3.855426248814876e-07
5.255,3.209840108216711e-07,3.8584113953745937e-07
5.26,3.2117899779731416e-07,3.861396849225264e-07
5.265,3.2137392750352226e-07,3.8643826269898483e-07
5.2700000000000005,3.215687969001426e-07,3.867368692468431e-07
5.275,3.217636107568146e-07,3.870355103374137e-07
5.28,3.2195836865977923e-07,3.873341855095756e-07
5.285,3.2215306703615017e-07,3.8763289050030873e-07
5.29,3.2234770884572266e-07,3.8793162890520705e-07
5.295,3.225422977313686e-07,3.882304051440969e-07
5.3,3.227368274536136e-07,3.885292117424561e-07
5.305,3.2293130438667204e-07,3.8882805640804797e-07
5.3100000000000005,3.2312572616045945e-07,3.8912693632301956e-07
5.315,3.2332009215465157e-07,3.894258507748016e-07
5.32,3.235144053109777e-07,3.8972480334106033e-07
5.325,3.23708663532816e-07,3.9002379153098164e-07
5.33,3.2390286833596636e-07,3.903228172049266e-07
5.335,3.2409702072986705e-07,3.906218816138434e-07
5.34,3.2429112164316677e-07,3.909209859117707e-07
5.345,3.244851709870106e-07,3.9122013002639416e-07
5.3500000000000005,3.246791697693685e-07,3.9151931520761826e-07
5.355,3.248731148525162e-07,3.918185377058432e-07
5.36,3.2506701012558517e-07,3.921178022448795e-07
5.365,3.2526085675842295e-07,3.924171102706019e-07
5.37,3.254546549647195e-07,3.9271646207572714e-07
5.375,3.2564840075167533e-07,3.9301585287611735e-07
5.38,3.2584210087205547e-07,3.9331529085476487e-07
5.385,3.260357531133191e-07,3.936147733761831e-07
5.39,3.26229355901295e-07,3.939142985735823e-07
5.3950000000000005,3.2642291400024264e-07,3.942138722333528e-07
5.4,3.2661642255039077e-07,3.945134885207182e-07
5.405,3.268098847544136e-07,3.9481315133673855e-07
5.41,3.270033009674919e-07,3.951128611441421e-07
5.415,3.2719667507857303e-07,3.954126226761161e-07
5.42,3.2739000185614583e-07,3.957124296448633e-07
5.425,3.2758328411789155e-07,3.960122854886123e-07
5.43,3.277765217218405e-07,3.963121900690395e-07
5.4350000000000005,3.279697184364982e-07,3.96612147976288e-07
5.44,3.281628679501121e-07,3.9691215161116714e-07
5.445,3.283559774551417e-07,3.972122097050817e-07
5.45,3.285490432786588e-07,3.975123178488645e-07
5.455,3.2874206963724137e-07,3.978124811771664e-07
5.46,3.2893505083186955e-07,3.981126928267914e-07
5.465,3.2912799421172294e-07,3.9841296172456826e-07
5.47,3.293208945004161e-07,3.987132815170057e-07
5.4750000000000005,3.2951375539116173e-07,3.9901365670742625e-07
5.48,3.297065739951451e-07,3.993140838301891e-07
5.485,3.298993561119258e-07,3.996145699413919e-07
5.49,3.300920990556197e-07,3.9991511182117144e-07
5.495,3.3028480179380536e-07,4.002157082506902e-07
5.5,3.3047746487586917e-07,4.005163599269766e-07
5.505,3.3067008795579185e-07,4.008170664618107e-07
5.51,3.3086267650783093e-07,4.011178345225018e-07
5.515,3.310552249819865e-07,4.0141865741308945e-07
5.5200000000000005,3.312477386079613e-07,4.0171954150580107e-07
5.525,3.314402131626852e-07,4.0202048171104064e-07
5.53,3.316326500661812e-07,4.0232147978137104e-07
5.535,3.318250520557916e-07,4.026225390685506e-07
5.54,3.3201741791632213e-07,4.0292365812958253e-07
5.545,3.3220975039826936e-07,4.0322484033355767e-07
5.55,3.324020453169437e-07,4.0352608063236376e-07
5.555,3.3259430770409184e-07,4.038273851644885e-07
5.5600000000000005,3.327865331799041e-07,4.0412874864299866e-07
5.565,3.329787265054766e-07,4.044301768794266e-07
5.57,3.33170887904815e-07,4.047316701772559e-07
5.575,3.333630187127679e-07,4.0503323018947813e-07
5.58,3.3355511410294054e-07,4.053348510827179e-07
5.585,3.3374718082792973e-07,4.056365410924231e-07
5.59,3.3393921652700833e-07,4.0593829738102306e-07
5.595,3.341312228417777e-07,4.062401219747456e-07
5.6000000000000005,3.343231957390728e-07,4.065420100002217e-07
5.605,3.3451514047566226e-07,4.0684396787903856e-07
5.61,3.347070536780469e-07,4.071459915386797e-07
5.615,3.34898943810777e-07,4.074480913060465e-07
5.62,3.3509080622049107e-07,4.077502615523099e-07
5.625,3.352826403279304e-07,4.0805250160283014e-07
5.63,3.354744467799057e-07,4.0835481227458e-07
5.635,3.356662221380977e-07,4.0865718941127735e-07
5.64,3.358579776567055e-07,4.089596467439148e-07
5.6450000000000005,3.360497056353877e-07,4.092621749283804e-07
5.65,3.362414076821152e-07,4.095647759520466e-07
5.655,3.36433086802389e-07,4.098674535058425e-07
5.66,3.366247479843373e-07,4.1017021369862087e-07
5.665,3.3681638209622853e-07,4.104730454353429e-07
5.67,3.37007993722044e-07,4.107759543310696e-07
5.675,3.3719958347676864e-07,4.110789411657075e-07
5.68,3.3739115048906726e-07,4.1138200490705803e-07
5.6850000000000005,3.375826945323894e-07,4.1168514530818676e-07
5.69,3.377742189121866e-07,4.1198836642967115e-07
5.695,3.379657293757832e-07,4.12291675313371e-07
5.7,3.3815721280403634e-07,4.125950559860503e-07
5.705,3.3834867618273796e-07,4.1289851699804835e-07
5.71,3.385401181094235e-07,4.13202056666925e-07
5.715,3.3873153848518644e-07,4.135056749000594e-07
5.72,3.389229453599548e-07,4.138093815537652e-07
5.7250000000000005,3.391143269644288e-07,4.1411316228820913e-07
5.73,3.393056891547929e-07,4.1441702428068547e-07
5.735,3.3949703342920666e-07,4.147209693893432e-07
5.74,3.3968835000727394e-07,4.1502498569330377e-07
5.745,3.398796500393613e-07,4.1532908684040695e-07
5.75,3.4007093286625244e-07,4.156332720537692e-07
5.755,3.402621925886604e-07,4.159375341501465e-07
5.76,3.404534392894993e-07,4.162418854810735e-07
5.765,3.4064466126783757e-07,4.165463117684384e-07
5.7700000000000005,3.4083586972861e-07,4.168508267385379e-07
5.775,3.410270559748389e-07,4.1715541978196215e-07
5.78,3.412182268176634e-07,4.174600992550012e-07
